,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,LightGBM,0.3197535807793008,0.9792,36.43528079986572,0.2709779739379883,659.9177811145782,36.43528079986572,0.2709779739379883,659.9177811145782,1,True,5
1,LightGBMLarge,0.31728938857230865,0.9752,11.93584156036377,0.11591219902038574,363.32916712760925,11.93584156036377,0.11591219902038574,363.32916712760925,1,True,13
2,CatBoost,0.3172431849684275,0.9772,3.073317050933838,0.07812190055847168,6549.421641111374,3.073317050933838,0.07812190055847168,6549.421641111374,1,True,8
3,RandomForestEntr,0.3172431849684275,0.9708,3.964992046356201,0.31196165084838867,527.0753376483917,3.964992046356201,0.31196165084838867,527.0753376483917,1,True,7
4,RandomForestGini,0.3172431849684275,0.972,4.107478857040405,0.37328195571899414,301.93418431282043,4.107478857040405,0.37328195571899414,301.93418431282043,1,True,6
5,ExtraTreesEntr,0.3172431849684275,0.9708,4.327112436294556,0.35512614250183105,41.18434524536133,4.327112436294556,0.35512614250183105,41.18434524536133,1,True,10
6,ExtraTreesGini,0.3172431849684275,0.9704,4.347902297973633,0.34125494956970215,43.69572854042053,4.347902297973633,0.34125494956970215,43.69572854042053,1,True,9
7,LightGBMXT,0.3172431849684275,0.9804,35.04619550704956,0.28407716751098633,642.9516725540161,35.04619550704956,0.28407716751098633,642.9516725540161,1,True,4
8,KNeighborsUnif,0.3172431849684275,0.9524,1124.2926063537598,8.16045880317688,3.2833709716796875,1124.2926063537598,8.16045880317688,3.2833709716796875,1,True,1
9,KNeighborsDist,0.3172431849684275,0.9536,1207.2082545757294,7.8576109409332275,3.3439183235168457,1207.2082545757294,7.8576109409332275,3.3439183235168457,1,True,2
10,XGBoost,0.1206745726166641,0.976,5.0172953605651855,0.10969233512878418,1009.0897982120514,5.0172953605651855,0.10969233512878418,1009.0897982120514,1,True,11
11,NeuralNetFastAI,0.06584013553057139,0.9844,11.316133975982666,0.3510904312133789,211.47184777259827,11.316133975982666,0.3510904312133789,211.47184777259827,1,True,3
12,WeightedEnsemble_L2,0.06584013553057139,0.9848,24.95103621482849,0.6503088474273682,824.6477262973785,0.09799838066101074,0.0,0.8932113647460938,2,True,14
13,NeuralNetTorch,0.06583705529031264,0.9828,13.536903858184814,0.29921841621398926,612.2826671600342,13.536903858184814,0.29921841621398926,612.2826671600342,1,True,12
