,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,CatBoost,0.3172431849684275,0.9772,3.2409963607788086,0.06899738311767578,5964.571403264999,3.2409963607788086,0.06899738311767578,5964.571403264999,1,True,8
1,RandomForestGini,0.3172431849684275,0.972,4.217997312545776,0.12800383567810059,254.34433603286743,4.217997312545776,0.12800383567810059,254.34433603286743,1,True,6
2,ExtraTreesEntr,0.3172431849684275,0.9708,4.23124885559082,0.15796399116516113,33.94122004508972,4.23124885559082,0.15796399116516113,33.94122004508972,1,True,10
3,ExtraTreesGini,0.3172431849684275,0.9704,4.234997272491455,0.1569538116455078,37.26125931739807,4.234997272491455,0.1569538116455078,37.26125931739807,1,True,9
4,RandomForestEntr,0.3172431849684275,0.9708,4.4200708866119385,0.11800265312194824,500.22644448280334,4.4200708866119385,0.11800265312194824,500.22644448280334,1,True,7
5,LightGBMLarge,0.3172431849684275,0.9752,15.233157634735107,0.09499907493591309,314.7670040130615,15.233157634735107,0.09499907493591309,314.7670040130615,1,True,13
6,LightGBM,0.3172431849684275,0.9792,47.70731782913208,0.23000264167785645,615.5461115837097,47.70731782913208,0.23000264167785645,615.5461115837097,1,True,5
7,LightGBMXT,0.3172431849684275,0.9804,48.406089067459106,0.24199938774108887,634.5681595802307,48.406089067459106,0.24199938774108887,634.5681595802307,1,True,4
8,KNeighborsUnif,0.3172431849684275,0.9524,1426.5832695960999,10.271490573883057,4.1616597175598145,1426.5832695960999,10.271490573883057,4.1616597175598145,1,True,1
9,KNeighborsDist,0.3172431849684275,0.9536,1448.4593286514282,9.279684782028198,3.4266207218170166,1448.4593286514282,9.279684782028198,3.4266207218170166,1,True,2
10,XGBoost,0.08279993839519482,0.976,4.386052131652832,0.09099769592285156,895.402663230896,4.386052131652832,0.09099769592285156,895.402663230896,1,True,11
11,NeuralNetFastAI,0.06583705529031264,0.9844,13.846691846847534,0.33800458908081055,230.59757328033447,13.846691846847534,0.33800458908081055,230.59757328033447,1,True,3
12,NeuralNetTorch,0.06583705529031264,0.9828,15.965012788772583,0.2499990463256836,501.89458894729614,15.965012788772583,0.2499990463256836,501.89458894729614,1,True,12
13,WeightedEnsemble_L2,0.06583705529031264,0.9848,29.917706966400146,0.5880036354064941,733.2501258850098,0.1060023307800293,0.0,0.7579636573791504,2,True,14
