,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,LightGBMXT,0.9692099183736331,0.9804,30.587193489074707,0.28407716751098633,642.9516725540161,30.587193489074707,0.28407716751098633,642.9516725540161,1,True,4
1,CatBoost,0.9592853842599722,0.9772,2.8761279582977295,0.07812190055847168,6549.421641111374,2.8761279582977295,0.07812190055847168,6549.421641111374,1,True,8
2,LightGBM,0.9588510703834899,0.9792,31.958237648010254,0.2709779739379883,659.9177811145782,31.958237648010254,0.2709779739379883,659.9177811145782,1,True,5
3,LightGBMLarge,0.9559032804558756,0.9752,11.478899240493774,0.11591219902038574,363.32916712760925,11.478899240493774,0.11591219902038574,363.32916712760925,1,True,13
4,RandomForestEntr,0.9483382103804097,0.9708,5.516097784042358,0.31196165084838867,527.0753376483917,5.516097784042358,0.31196165084838867,527.0753376483917,1,True,7
5,RandomForestGini,0.9445433543816417,0.972,5.940318584442139,0.37328195571899414,301.93418431282043,5.940318584442139,0.37328195571899414,301.93418431282043,1,True,6
6,XGBoost,0.9379023563837979,0.976,15.06395435333252,0.10969233512878418,1009.0897982120514,15.06395435333252,0.10969233512878418,1009.0897982120514,1,True,11
7,WeightedEnsemble_L2,0.9350931772678269,0.9848,26.20265293121338,0.6503088474273682,824.6477262973785,0.09962987899780273,0.0,0.8932113647460938,2,True,14
8,NeuralNetFastAI,0.9298198059448637,0.9844,10.932558536529541,0.3510904312133789,211.47184777259827,10.932558536529541,0.3510904312133789,211.47184777259827,1,True,3
9,ExtraTreesEntr,0.9204004312336362,0.9708,6.397058010101318,0.35512614250183105,41.18434524536133,6.397058010101318,0.35512614250183105,41.18434524536133,1,True,10
10,NeuralNetTorch,0.9100231018019406,0.9828,15.170464515686035,0.29921841621398926,612.2826671600342,15.170464515686035,0.29921841621398926,612.2826671600342,1,True,12
11,ExtraTreesGini,0.9030247959340829,0.9704,6.451007604598999,0.34125494956970215,43.69572854042053,6.451007604598999,0.34125494956970215,43.69572854042053,1,True,9
12,KNeighborsDist,0.8797320190974897,0.9536,1049.8967230319977,7.8576109409332275,3.3439183235168457,1049.8967230319977,7.8576109409332275,3.3439183235168457,1,True,2
13,KNeighborsUnif,0.8784752810719236,0.9524,1096.2838108539581,8.16045880317688,3.2833709716796875,1096.2838108539581,8.16045880317688,3.2833709716796875,1,True,1
