,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,LightGBM,0.9262066841213614,0.9792,39.85886073112488,0.2709779739379883,659.9177811145782,39.85886073112488,0.2709779739379883,659.9177811145782,1,True,5
1,LightGBMXT,0.9018389034344679,0.9804,38.5377938747406,0.28407716751098633,642.9516725540161,38.5377938747406,0.28407716751098633,642.9516725540161,1,True,4
2,CatBoost,0.8941598644694286,0.9772,2.769070625305176,0.07812190055847168,6549.421641111374,2.769070625305176,0.07812190055847168,6549.421641111374,1,True,8
3,LightGBMLarge,0.8711966733405205,0.9752,13.42680048942566,0.11591219902038574,363.32916712760925,13.42680048942566,0.11591219902038574,363.32916712760925,1,True,13
4,RandomForestEntr,0.8425904820576005,0.9708,5.784880876541138,0.31196165084838867,527.0753376483917,5.784880876541138,0.31196165084838867,527.0753376483917,1,True,7
5,RandomForestGini,0.8128353611581703,0.972,6.224491834640503,0.37328195571899414,301.93418431282043,6.224491834640503,0.37328195571899414,301.93418431282043,1,True,6
6,WeightedEnsemble_L2,0.8025473586939781,0.9848,27.998051404953003,0.6503088474273682,824.6477262973785,0.10944318771362305,0.0,0.8932113647460938,2,True,14
7,NeuralNetFastAI,0.7905344216848914,0.9844,11.942439317703247,0.3510904312133789,211.47184777259827,11.942439317703247,0.3510904312133789,211.47184777259827,1,True,3
8,ExtraTreesEntr,0.7714985368858771,0.9708,6.261361360549927,0.35512614250183105,41.18434524536133,6.261361360549927,0.35512614250183105,41.18434524536133,1,True,10
9,XGBoost,0.7602464192206992,0.976,15.44362187385559,0.10969233512878418,1009.0897982120514,15.44362187385559,0.10969233512878418,1009.0897982120514,1,True,11
10,KNeighborsDist,0.7194517172339443,0.9536,1223.7615759372711,7.8576109409332275,3.3439183235168457,1223.7615759372711,7.8576109409332275,3.3439183235168457,1,True,2
11,KNeighborsUnif,0.7168951178191899,0.9524,1236.0143496990204,8.16045880317688,3.2833709716796875,1236.0143496990204,8.16045880317688,3.2833709716796875,1,True,1
12,NeuralNetTorch,0.6848945017711382,0.9828,15.946168899536133,0.29921841621398926,612.2826671600342,15.946168899536133,0.29921841621398926,612.2826671600342,1,True,12
13,ExtraTreesGini,0.6739072847682119,0.9704,6.402555227279663,0.34125494956970215,43.69572854042053,6.402555227279663,0.34125494956970215,43.69572854042053,1,True,9
