,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,KNeighborsDist,0.8941660249499461,0.9536,1218.4008030891418,7.8576109409332275,3.3439183235168457,1218.4008030891418,7.8576109409332275,3.3439183235168457,1,True,2
1,KNeighborsUnif,0.8930448174957647,0.9524,1201.3826739788055,8.16045880317688,3.2833709716796875,1201.3826739788055,8.16045880317688,3.2833709716796875,1,True,1
2,ExtraTreesEntr,0.8705806252887726,0.9708,5.50238299369812,0.35512614250183105,41.18434524536133,5.50238299369812,0.35512614250183105,41.18434524536133,1,True,10
3,ExtraTreesGini,0.8697304789773602,0.9704,5.525602340698242,0.34125494956970215,43.69572854042053,5.525602340698242,0.34125494956970215,43.69572854042053,1,True,9
4,RandomForestEntr,0.7599969197597413,0.9708,5.308103322982788,0.31196165084838867,527.0753376483917,5.308103322982788,0.31196165084838867,527.0753376483917,1,True,7
5,NeuralNetTorch,0.7272632065301093,0.9828,16.91920304298401,0.29921841621398926,612.2826671600342,16.91920304298401,0.29921841621398926,612.2826671600342,1,True,12
6,RandomForestGini,0.7233851840443555,0.972,5.59181547164917,0.37328195571899414,301.93418431282043,5.59181547164917,0.37328195571899414,301.93418431282043,1,True,6
7,WeightedEnsemble_L2,0.7170737717541968,0.9848,29.74024200439453,0.6503088474273682,824.6477262973785,0.11518049240112305,0.0,0.8932113647460938,2,True,14
8,NeuralNetFastAI,0.7169012782997074,0.9844,12.7058584690094,0.3510904312133789,211.47184777259827,12.7058584690094,0.3510904312133789,211.47184777259827,1,True,3
9,CatBoost,0.6872755274911443,0.9772,3.3292360305786133,0.07812190055847168,6549.421641111374,3.3292360305786133,0.07812190055847168,6549.421641111374,1,True,8
10,LightGBMLarge,0.6703311258278146,0.9752,12.984169244766235,0.11591219902038574,363.32916712760925,12.984169244766235,0.11591219902038574,363.32916712760925,1,True,13
11,LightGBMXT,0.6605667642076082,0.9804,39.121458530426025,0.28407716751098633,642.9516725540161,39.121458530426025,0.28407716751098633,642.9516725540161,1,True,4
12,LightGBM,0.653941167411058,0.9792,37.44890260696411,0.2709779739379883,659.9177811145782,37.44890260696411,0.2709779739379883,659.9177811145782,1,True,5
13,XGBoost,0.5163375943323579,0.976,12.713242769241333,0.10969233512878418,1009.0897982120514,12.713242769241333,0.10969233512878418,1009.0897982120514,1,True,11
