,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,WeightedEnsemble_L2,0.9650966455962402,0.9868,1008.0785250663757,8.011192798614502,3293.276959180832,0.1875019073486328,0.0,0.9059047698974609,2,True,14
1,XGBoost,0.9603603713434073,0.9788,9.882904052734375,0.0941624641418457,739.3904938697815,9.882904052734375,0.0941624641418457,739.3904938697815,1,True,11
2,CatBoost,0.9584615947285329,0.98,2.0325708389282227,0.015621185302734375,1882.1744124889374,2.0325708389282227,0.015621185302734375,1882.1744124889374,1,True,8
3,LightGBMXT,0.9526006839253168,0.9796,30.35965847969055,0.26712512969970703,328.57092571258545,30.35965847969055,0.26712512969970703,328.57092571258545,1,True,4
4,NeuralNetTorch,0.9515552900587005,0.9808,9.881514310836792,0.16823220252990723,450.0456392765045,9.881514310836792,0.16823220252990723,450.0456392765045,1,True,12
5,LightGBM,0.9504397968949059,0.98,21.788676023483276,0.17900705337524414,275.8932683467865,21.788676023483276,0.17900705337524414,275.8932683467865,1,True,5
6,LightGBMLarge,0.9471908468604658,0.9756,14.318686485290527,0.12499523162841797,245.7640872001648,14.318686485290527,0.12499523162841797,245.7640872001648,1,True,13
7,RandomForestEntr,0.9467275819399829,0.9692,4.766680717468262,0.29764437675476074,297.95059633255005,4.766680717468262,0.29764437675476074,297.95059633255005,1,True,7
8,NeuralNetFastAI,0.9418389179106752,0.9852,8.81653380393982,0.19520878791809082,168.04898262023926,8.81653380393982,0.19520878791809082,168.04898262023926,1,True,3
9,RandomForestGini,0.9303091074226012,0.9668,5.115763902664185,0.27459120750427246,152.5496928691864,5.115763902664185,0.27459120750427246,152.5496928691864,1,True,6
10,ExtraTreesEntr,0.9152286151426673,0.9704,5.084838390350342,0.2794826030731201,24.661020278930664,5.084838390350342,0.2794826030731201,24.661020278930664,1,True,10
11,ExtraTreesGini,0.9128239044698969,0.9712,5.726200580596924,0.28810620307922363,26.460004806518555,5.726200580596924,0.28810620307922363,26.460004806518555,1,True,9
12,KNeighborsDist,0.8914527622170884,0.9464,966.4664611816406,6.97037935256958,1.590501070022583,966.4664611816406,6.97037935256958,1.590501070022583,1,True,2
13,KNeighborsUnif,0.8904195595325901,0.9464,923.7418601512909,6.800889253616333,1.6957056522369385,923.7418601512909,6.800889253616333,1.6957056522369385,1,True,1
