,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,CatBoost,0.959833667026028,0.9772,2.88710618019104,0.07812190055847168,6549.421641111374,2.88710618019104,0.07812190055847168,6549.421641111374,1,True,8
1,LightGBM,0.9540920991837364,0.9792,41.12369418144226,0.2709779739379883,659.9177811145782,41.12369418144226,0.2709779739379883,659.9177811145782,1,True,5
2,LightGBMXT,0.9334236870475897,0.9804,43.43643665313721,0.28407716751098633,642.9516725540161,43.43643665313721,0.28407716751098633,642.9516725540161,1,True,4
3,XGBoost,0.9292961651008779,0.976,12.978638172149658,0.10969233512878418,1009.0897982120514,12.978638172149658,0.10969233512878418,1009.0897982120514,1,True,11
4,KNeighborsDist,0.9156291390728477,0.9536,1173.1204011440277,7.8576109409332275,3.3439183235168457,1173.1204011440277,7.8576109409332275,3.3439183235168457,1,True,2
5,KNeighborsUnif,0.9153365162482674,0.9524,1197.8956849575043,8.16045880317688,3.2833709716796875,1197.8956849575043,8.16045880317688,3.2833709716796875,1,True,1
6,RandomForestEntr,0.9100231018019406,0.9708,5.129894495010376,0.31196165084838867,527.0753376483917,5.129894495010376,0.31196165084838867,527.0753376483917,1,True,7
7,RandomForestGini,0.8618697058370552,0.972,5.254464864730835,0.37328195571899414,301.93418431282043,5.254464864730835,0.37328195571899414,301.93418431282043,1,True,6
8,LightGBMLarge,0.791523178807947,0.9752,13.80968976020813,0.11591219902038574,363.32916712760925,13.80968976020813,0.11591219902038574,363.32916712760925,1,True,13
9,ExtraTreesEntr,0.6667888495302634,0.9708,4.723267078399658,0.35512614250183105,41.18434524536133,4.723267078399658,0.35512614250183105,41.18434524536133,1,True,10
10,WeightedEnsemble_L2,0.6040967195441245,0.9848,29.236931562423706,0.6503088474273682,824.6477262973785,0.1251685619354248,0.0,0.8932113647460938,2,True,14
11,NeuralNetFastAI,0.603225011550901,0.9844,13.510685443878174,0.3510904312133789,211.47184777259827,13.510685443878174,0.3510904312133789,211.47184777259827,1,True,3
12,ExtraTreesGini,0.4447928538425997,0.9704,4.624799728393555,0.34125494956970215,43.69572854042053,4.624799728393555,0.34125494956970215,43.69572854042053,1,True,9
13,NeuralNetTorch,0.33186508547666715,0.9828,15.601077556610107,0.29921841621398926,612.2826671600342,15.601077556610107,0.29921841621398926,612.2826671600342,1,True,12
